transAmount,transCurrency,transDescription,transChannel,cardType,cardNetwork,cardExpDate,cardCompany,city,zipCode,latitude,longitude,deviceType,posPostalCodeType,country,state,posDetails.geoStreet1,posDetails.geoCity,posDetails.geoState,posDetails.geoCountry,posDetails.geoPostalCodeType,posDetails.lat,posDetails.lon,fraud_flag,mobileDetails.deviceName,mobileDetails.deviceOS,mobileDetails.deviceNetwork,mobileDetails.appName,mobileDetails.userLat,mobileDetails.userLong,mobileDetails.deviceIP,webDetails.deviceMacAddr,webDetails.deviceIP,webDetails.browser,webDetails.deviceOS,webDetails.hostURL,customer.customerType,customer.customerAvgSpending,customer.customerRiskScore,customer.custGender,customer.custMaritalStatus,customer.custIncomeLevel,customer.custStreet1,customer.custStreet2,customer.custCity,customer.custState,customer.custCountry,customer.custPostalCode,customer.lat,customer.lon,paymentCard.cardType,paymentCard.cardExpDate,paymentCard.cardNetwork,paymentCard.cardCompany,paymentCard.cardCompanyCountry,paymentCard.cardLimit,paymentCard.cardBalance,storePOS.storeName,storePOS.storeRiskScore,storePOS.storeType,dollar_amount
1649.038086,rupee,"Maiores consectetur ",WEB,debit,visa,2020-09-21,Hintz Inc,Reno,89508,39.52963257,-119.8138046,ie,NoPOS,US,NV,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,58:22:4a:b1:d9:74,49.203.255.255,opera,Linux,www.breanne-marvin.net,priority,7084.86276,0.341539035,Female,Unmarried,Very High,Ondricka Fields,58,NorthPort,FL,US,34291,27.044224,-82.23592,credit,18-Apr,mastercard,"Bauch, Bauch and Bauch",US,764367.3128,42480.6531,NA,0.088001348336,NA,25.34571539
1269.338142,rupee,Deserunt ad quos rep,POS,debit,visa,2020-01-19,Pfannerstill and Sons,Spotsylvania,22551,38.20096588,-77.5891571,POS,Other,US,VA,Olson Village,Spotsylvania,VA,US,Other,38.200966000000001,-77.589160000000007,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,regular,5590.977795,0.196250428,Male,Married,High,Torphy Flats,253,Sacramento,CA,US,95811,38.581573,-121.4944,debit,18-Apr,visa,"Buckridge, Buckridge and Buckridge",US,651172.0257,73993.16896,Aufderhar-Aufderhar,0.177637874,Carlo,19.50972724
242,pound,Vero culpa soluta do,MOBILE,credit,mastercard,2020-04-18,Senger Inc,Warroad,56763,48.91114426,-95.35384369,firefox,NoPOS,US,MN,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,partner,5223.179348,0.519609527,Male,Other,High,Jackie Centers,652,Wilder,TN,US,38589,36.230526,-85.074715,prepaid,20-Jul,mastercard,Brakus-Brakus,US,265023.0091,29146.75623,Heller-Heller,0.53914147,Donato,318.472
1527.844457,yen,Dolores soluta verit,MOBILE,debit,americanexpress,2020-03-21,Leuschke and Sons,Reynoldsburg,43069,39.95478439,-82.81211853,windows,NoPOS,US,OH,NA,NA,NA,NA,NA,NA,NA,0,Omer,symbian,jio,Fixflex,-67.293148000000002,21.656215,104.24.104.181,NA,NA,NA,NA,NA,business,7524.771925,0.379691937,Female,Married,Low,Marietta Mountain,918,Edmond,OK,US,73025,35.652832,-97.478096,debit,17-Nov,visa,"D'Amore, D'Amore and D'Amore",US,503469.6441,15352.55791,NA,0.088001348336,NA,13.42211355
3107.127346,pound,"Eos impedit aperiam ",POS,prepaid,americanexpress,2020-10-20,Schmeler-Schmeler,Carolina,988,18.40200043,-65.97820282,POS,Supermarket,US,PR,Schowalter Bypass,Carolina,PR,US,Supermarket,18.402000000000001,-65.978200000000001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,partner,7011.906117,0.091629208,Female,Other,High,General Way,692,FortMill,SC,US,29707,35.00737,-80.945076,credit,22-Jun,mastercard,Schmeler-Schmeler,US,375925.297,15487.71168,Hartmann-Hartmann,0.368581985,Elvera,4088.979587
500,yen,Dolorem quis consequ,MOBILE,credit,visa,2020-04-20,"Schaefer, Schaefer and Schaefer",Washington,56972,38.85879898,-76.98680115,symbian,NoPOS,US,DC,NA,NA,NA,NA,NA,NA,NA,0,Gwendolyn,symbian,jio,Subin,-19.507849,143.57463000000001,40.118.240.200,NA,NA,NA,NA,NA,regular,3708.132921,0.477780992,Female,Other,Very High,Bailey Tunnel,607,Davenport,IA,US,52809,41.521,-90.5865,prepaid,19-Apr,mastercard,Crist Inc,US,721992.1898,18922.9866,NA,0.088001348336,NA,4.3925
3324.08975,yen,Molestias sequi perf,MOBILE,debit,visa,2020-03-19,Bogan-Bogan,Stamford,6928,41.03889847,-73.55930328,android,NoPOS,US,CT,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,regular,6989.255606,0.14772139,Female,Married,High,Karine Via,36,Norton,VT,US,5907,44.98878,-71.78844,debit,20-Nov,visa,"Sporer, Sporer and Sporer",US,366028.9464,1595.341164,"Mann, Mann and Mann",0.045334846,Mara,29.20212846
543,yen,Magni qui ea nam eiu,POS,prepaid,mastercard,2020-07-20,Brakus-Brakus,WhiteMills,42788,37.54376602,-86.03952026,POS,Other,US,KY,Bruen Mission,WhiteMills,KY,US,Other,37.543765999999998,-86.039519999999996,1,NA,NA,NA,NA,NA,NA,NA,fd:b3:4e:69:90:c4,8.8.8.8,chrome,Windows,www.buster-abbott.biz,regular,6625.221666,0.12029319,Male,Married,Very High,Arne Expressway,787,Chicago,IL,US,60290,41.850033,-87.650055,prepaid,18-Apr,visa,"Simonis, Simonis and Simonis",US,391692.048,43910.97168,NA,0.088001348336,NA,4.770255
3438.326177,dollar,Corporis quod tempor,MOBILE,credit,mastercard,2020-12-20,Schimmel and Sons,RoundRock,78665,30.508255,-97.67889404,ios,NoPOS,US,TX,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,90:fc:9e:19:02:fd,8.8.8.8,ie,MacOS,www.gianni-tromp.net,priority,4449.603677,0.025911201,Female,Married,High,Dicki Crossing,430,Alta,WY,US,83414,43.753887,-111.03611,credit,21-Jan,americanexpress,Schaefer-Schaefer,US,230341.4648,91509.67271,NA,0.088001348336,NA,3438.326177
43,pound,In vitae excepturi c,WEB,prepaid,mastercard,2020-10-19,Lind and Sons,Winslow,72959,35.83120728,-94.11865997,ub,NoPOS,US,AR,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,11:b6:ee:02:51:9c,64.145.76.239,chrome,Windows,www.jaleel-conn.io,priority,7666.209726,0.238841496,Female,Other,Low,Halvorson Green,126,Whitefish,MT,US,59937,48.404,-114.35086,prepaid,20-Jul,americanexpress,"Marquardt, Marquardt and Marquardt",US,462974.0417,38427.2568,NA,0.088001348336,NA,56.588
3260.297297,yen,Autem dolor expedita,WEB,credit,americanexpress,2020-12-21,Bartoletti-Bartoletti,York,36925,32.47276688,-88.26830292,ub,NoPOS,US,AL,NA,NA,NA,NA,NA,NA,NA,0,Finn,android,idea,Pannier,-37.407609999999998,105.01266,64.145.76.239,NA,NA,NA,NA,NA,priority,7667.14034,0.280623408,Female,Married,Very High,Casper Extension,684,WakeIsland,HI,US,96898,19.283056,-166.59972,debit,19-Jan,visa,Padberg Group,US,131026.7256,24057.97228,NA,0.088001348336,NA,28.64171176
263,yen,Voluptatibus ut aliq,POS,credit,americanexpress,2020-11-20,"Bednar, Bednar and Bednar",Spotsylvania,22551,38.20096588,-77.5891571,POS,Bank,US,VA,Smith Lock,Spotsylvania,VA,US,Bank,38.200966000000001,-77.589160000000007,1,Theo,android,idea,Zaam-Dox,56.500413000000002,137.97964999999999,73.2.52.46,NA,NA,NA,NA,NA,business,6991.499566,0.274236468,Male,Other,Very High,Dietrich Spur,429,Winslow,AR,US,72959,35.831207,-94.11866,prepaid,19-Oct,mastercard,Lind and Sons,US,292145.4688,68651.9804,NA,0.088001348336,NA,2.310455
2886.815212,rupee,Deserunt nihil recus,MOBILE,credit,americanexpress,2020-02-19,Keebler Group,Atlanta,39901,33.8871994,-84.28970337,windows,NoPOS,US,GA,NA,NA,NA,NA,NA,NA,NA,0,Keenan,ubuntu,airtel,Tin,41.505405000000003,-77.037616999999997,107.154.105.1,NA,NA,NA,NA,NA,partner,7397.405587,0.327467592,Male,Other,Very High,Metz Spurs,305,Spotsylvania,VA,US,22551,38.200966,-77.58916,debit,19-Jun,americanexpress,Daugherty Inc,US,235348.372,7422.929002,NA,0.088001348336,NA,44.37034981
524,pound,Veniam aut sint sequ,WEB,debit,visa,2020-01-19,Pfannerstill and Sons,Lee,3861,43.12313843,-71.01145172,ub,NoPOS,US,NH,NA,NA,NA,NA,NA,NA,NA,0,Abel,windows,idea,Home Ing,69.828646000000006,132.79727,8.8.8.8,NA,NA,NA,NA,NA,regular,7778.90066,0.491135588,Male,Other,Very High,Goyette Spur,695,WestFarmington,ME,US,4992,44.662777,-70.15583,prepaid,17-Nov,visa,Mraz and Sons,US,444468.6533,52862.13845,NA,0.088001348336,NA,689.584
1488.972424,pound,Accusantium inventor,WEB,debit,americanexpress,2020-12-19,"Hoeger, Hoeger and Hoeger",RoundRock,78665,30.508255,-97.67889404,ie,NoPOS,US,TX,NA,NA,NA,NA,NA,NA,NA,0,Connie,windows,airtel,Sonair,-79.014341000000002,121.02733000000001,64.145.76.239,NA,NA,NA,NA,NA,partner,3549.830864,0.313378958,Male,Other,High,Westley Parkway,50,NewYork,NY,US,10075,40.714268,-74.005974,debit,20-Jan,americanexpress,"Effertz, Effertz and Effertz",US,621839.1883,28813.36112,NA,0.088001348336,NA,1959.487709
3320.967452,rupee,"Quia quo sunt rerum ",POS,credit,mastercard,2020-12-20,Schimmel and Sons,BattleCreek,49037,42.32115173,-85.17971039,POS,Supermarket,US,MI,Abigayle Manor,BattleCreek,MI,US,Supermarket,42.321150000000003,-85.17971,0,Hazle,symbian,airtel,Home Ing,-22.709654,138.61860999999999,96.43.110.81,NA,NA,NA,NA,NA,priority,4516.387984,0.386419597,Female,Married,High,Victoria Station,230,RoundRock,TX,US,78665,30.508255,-97.678894,debit,19-Dec,americanexpress,"Hoeger, Hoeger and Hoeger",US,225848.4036,78734.49116,NA,0.088001348336,NA,51.04326973
3019.34905,yen,Odit unde omnis et p,MOBILE,prepaid,visa,2020-05-18,Langosh-Langosh,Alta,83414,43.75388718,-111.0361099,ios,NoPOS,US,WY,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,regular,7743.051015,0.547452661,Male,Other,High,Rutherford Lake,58,Spotsylvania,VA,US,22551,38.200966,-77.58916,debit,17-Nov,americanexpress,"Williamson, Williamson and Williamso",US,763076.2126,88736.87626,Schaden LLC,0.177588262,Carlie,26.52498141
293,dollar,Nisi consectetur qua,WEB,prepaid,americanexpress,2020-10-20,Schmeler-Schmeler,Georgetown,21930,39.39972305,-75.8741684,chrome,NoPOS,US,MD,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,55:9a:01:f5:54:64,104.24.104.181,ub,Windows,www.demario-funk.biz,partner,5223.179348,0.519609527,Male,Other,High,Jackie Centers,652,Wilder,TN,US,38589,36.230526,-85.074715,prepaid,20-Jul,mastercard,Brakus-Brakus,US,265023.0091,29146.75623,NA,0.088001348336,NA,293
3325.681901,dollar,Ut eum corrupti dese,MOBILE,prepaid,mastercard,2020-04-19,Crist Inc,Davenport,52809,41.52099991,-90.58650208,ubuntu,NoPOS,US,IA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,partner,5222.384087,0.047691694,Male,Married,High,Malcolm Forge,195,Washington,DC,US,56972,38.8588,-76.9868,debit,18-Oct,visa,Rice Group,US,323041.4172,21076.05026,"Mann, Mann and Mann",0.045334846,Mara,3325.681901
2522.853968,rupee,Odio animi non tenet,MOBILE,credit,visa,2020-10-20,"Marvin, Marvin and Marvin",Warroad,56763,48.91114426,-95.35384369,android,NoPOS,US,MN,NA,NA,NA,NA,NA,NA,NA,0,Retha,firefox,jio,Konklux,-56.632595000000002,-62.866801000000002,8.8.8.8,NA,NA,NA,NA,NA,regular,7843.416431,0.535274441,Male,Unmarried,Very High,Daphney Glens,305,York,AL,US,36925,32.472767,-88.2683,debit,19-May,visa,"Schmitt, Schmitt and Schmitt",US,649736.7747,99475.91072,NA,0.088001348336,NA,38.77626549
3517.109677,rupee,Ea nesciunt qui mole,MOBILE,prepaid,americanexpress,2020-07-20,"Marquardt, Marquardt and Marquardt",Whitefish,59937,48.40399933,-114.3508606,ubuntu,NoPOS,US,MT,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,96:b5:73:a1:8f:2a,73.2.52.46,opera,MacOS,www.nico-smitham.io,partner,4650.529779,0.462563832,Male,Unmarried,High,Dickens Club,39,Warroad,MN,US,56763,48.911144,-95.35384,credit,18-Apr,mastercard,Senger Inc,US,349871.0794,13223.25533,NA,0.088001348336,NA,54.05797574
379,pound,Animi quia fuga. Seq,MOBILE,debit,visa,2020-11-17,"D'Amore, D'Amore and D'Amore",Edmond,73025,35.65283203,-97.47809601,android,NoPOS,US,OK,NA,NA,NA,NA,NA,NA,NA,0,Daniella,firefox,jio,Fixflex,-17.509108000000001,71.697396999999995,40.118.240.200,NA,NA,NA,NA,NA,regular,4339.769599,0.114890552,Female,Other,High,Stanton Glen,995,Whitefish,MT,US,59937,48.404,-114.35086,prepaid,21-Jun,visa,Lind-Lind,US,305550.0347,62974.15786,NA,0.088001348336,NA,498.764
3935.676148,dollar,"Aperiam dignissimos ",POS,debit,mastercard,2020-03-20,Fritsch-Fritsch,Ketchikan,99950,55.94247055,-133.1847839,POS,Other,US,AK,Schamberger Court,Ketchikan,AK,US,Other,55.94247,-133.18477999999999,0,Vito,windows,aircel,Andalax,-57.413730999999999,-43.469771000000001,64.145.76.239,NA,NA,NA,NA,NA,business,4171.143009,0.309726754,Male,Other,Very High,Chesley Overpass,725,Woodside,DE,US,19980,39.07139,-75.56861,debit,19-Feb,mastercard,Leuschke and Sons,US,926475.6954,71232.93041,NA,0.088001348336,NA,3935.676148
463,dollar,Earum ea nulla. Illu,WEB,debit,americanexpress,2020-12-20,Padberg LLC,NewBrunswick,8989,40.45019913,-74.48040009,firefox,NoPOS,US,NJ,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,regular,3023.125656,0.102753367,Female,Married,Low,Von Point,662,Lafayette,LA,US,70500,30.22409,-92.019844,prepaid,20-Feb,mastercard,Hauck-Hauck,US,617564.6375,5363.429352,Klein Group,0.240329584,Jaquan,463
4492.813343,rupee,"Autem amet mollitia ",MOBILE,prepaid,mastercard,2020-07-18,Blick and Sons,Providence,2940,41.82379913,-71.41329956,symbian,NoPOS,US,RI,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,b7:48:4e:cd:f4:ed,96.43.110.81,opera,Linux,www.luella-stoltenberg.biz,business,6656.482779,0.224465655,Male,Unmarried,Low,Jaskolski Divide,794,Atlanta,GA,US,39901,33.8872,-84.2897,credit,18-Dec,visa,Sporer Group,US,910730.622,43714.66444,NA,0.088001348336,NA,69.05454109
1482.577347,pound,Tempore iste nisi. T,POS,debit,americanexpress,2020-11-17,"Williamson, Williamson and Williamson",Andover,5544,42.64640045,-71.16570282,POS,Bank,US,MA,Kody Lakes,Andover,MA,US,Bank,42.6464,-71.165700000000001,1,NA,NA,NA,NA,NA,NA,NA,e7:d2:3c:03:c6:f1,96.43.110.81,opera,Solaris,www.albina-stark.io,business,5270.760204,0.193462904,Male,Other,Low,Mitchel Knoll,710,NewBrunswick,NJ,US,8989,40.4502,-74.4804,debit,20-Dec,americanexpress,Padberg LLC,US,461885.2247,94368.69109,NA,0.088001348336,NA,1951.071789
215,yen,Vitae est aliquam qu,MOBILE,credit,americanexpress,2020-12-20,McClure-McClure,Onego,26886,38.80171967,-79.45069885,firefox,NoPOS,US,WV,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,a9:28:01:12:ef:e0,8.8.8.8,safari,Other,www.london-kemmer.com,regular,6040.995022,0.4578305,Female,Married,Low,Lisette Ports,80,WhiteMills,KY,US,42788,37.543766,-86.03952,prepaid,19-Nov,americanexpress,Larkin Group,US,436690.1071,10359.58001,NA,0.088001348336,NA,1.888775
2147.441887,pound,Quod sed voluptatem.,POS,debit,visa,2020-09-21,Hintz Inc,Onego,26886,38.80171967,-79.45069885,POS,Supermarket,US,WV,Corkery Parkway,Onego,WV,US,Supermarket,38.801720000000003,-79.450699999999998,0,NA,NA,NA,NA,NA,NA,NA,2a:a5:f4:cf:e8:2a,107.154.105.1,firefox,Linux,www.marcelino-predovic.org,regular,3336.491928,0.30659942,Male,Unmarried,Very High,McGlynn Port,774,Carolina,PR,US,988,18.402,-65.9782,debit,18-Oct,americanexpress,"Sawayn, Sawayn and Sawayn",US,778061.0664,21666.30074,NA,0.088001348336,NA,2826.033523
142,dollar,"Fugiat consequuntur ",WEB,debit,americanexpress,2020-06-19,Daugherty Inc,Spotsylvania,22551,38.20096588,-77.5891571,safari,NoPOS,US,VA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,business,4360.080868,0.386633385,Female,Married,High,Lynch Forest,774,BattleCreek,MI,US,49037,42.32115,-85.17971,prepaid,18-Jul,americanexpress,Legros LLC,US,531371.963,38211.36296,Marquardt LLC,0.020939866,Liana,142
294,pound,Aut consequatur corp,WEB,prepaid,mastercard,2020-07-18,Blick and Sons,Providence,2940,41.82379913,-71.41329956,safari,NoPOS,US,RI,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,priority,7666.209726,0.238841496,Female,Other,Low,Halvorson Green,126,Whitefish,MT,US,59937,48.404,-114.35086,prepaid,20-Jul,americanexpress,"Marquardt, Marquardt and Marquardt",US,462974.0417,38427.2568,Nikolaus-Nikolaus,0.285433699,Saige,386.904
2507.948944,rupee,Nisi est ut aut accu,MOBILE,debit,mastercard,2020-09-20,Little-Little,Wilder,38589,36.23052597,-85.07471466,android,NoPOS,US,TN,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,partner,6071.353505,0.505207992,Male,Married,Very High,Abernathy Glen,995,Alta,WY,US,83414,43.753887,-111.03611,credit,17-Nov,americanexpress,"Miller, Miller and Miller",US,629579.895,34299.9769,Jaskolski-Jaskolski,0.205092652,Eileen,38.54717527
3787.24515,pound,Sit ratione laudanti,MOBILE,prepaid,mastercard,2020-05-18,Treutel and Sons,BattleCreek,49037,42.32115173,-85.17971039,firefox,NoPOS,US,MI,NA,NA,NA,NA,NA,NA,NA,0,Mason,ios,aircel,Home Ing,-6.6370363000000001,-5.5861289000000003,40.118.240.200,NA,NA,NA,NA,NA,regular,4158.98562,0.131449554,Female,Other,Low,Boyer Wall,170,WestChester,PA,US,19388,39.960663,-75.60549,credit,18-Dec,visa,Ledner LLC,US,903411.9601,81701.38843,NA,0.088001348336,NA,4984.014617
1072.870018,rupee,Totam quo dolor. Ips,POS,debit,visa,2020-01-19,Padberg Group,Clarkston,99403,46.3946228,-117.0644608,POS,Supermarket,US,WA,Grayson Shoals,Clarkston,WA,US,Supermarket,46.394623000000003,-117.06446,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,partner,6071.353505,0.505207992,Male,Married,Very High,Abernathy Glen,995,Alta,WY,US,83414,43.753887,-111.03611,credit,21-Jan,americanexpress,"Miller, Miller and Miller",US,629579.895,34299.9769,Von Inc,0.542042368,Terrance,16.49001218
499,pound,Unde perspiciatis et,POS,credit,americanexpress,2020-11-20,"Bednar, Bednar and Bednar",Marana,85658,32.43673706,-111.2253799,POS,Bank,US,AZ,Agnes Dam,Marana,AZ,US,Bank,32.436737000000001,-111.22538,1,Ariel,ubuntu,idea,Sonsing,89.063339999999997,113.59726999999999,104.24.104.181,NA,NA,NA,NA,NA,partner,5069.398411,0.217695843,Female,Married,Low,Rowe Bypass,728,Georgetown,MD,US,21930,39.399723,-75.87417,prepaid,20-Oct,americanexpress,Schmeler-Schmeler,US,929343.2461,24971.50705,NA,0.088001348336,NA,656.684
1802.298273,dollar,Molestias ut quaerat,POS,prepaid,visa,2020-06-21,Lind-Lind,WestChester,19388,39.96066284,-75.60549164,POS,Other,US,PA,Dameon Stravenue,WestChester,PA,US,Other,39.960662999999997,-75.605490000000003,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,business,5056.343151,0.065977291,Male,Other,Very High,Marlene Lake,159,Whitefish,MT,US,59937,48.404,-114.35086,credit,19-Jan,mastercard,"Davis, Davis and Davis",US,245588.7732,86492.77589,"Gutkowski, Gutkowski and Gutko",0.481515465,Berry,1802.298273
3937.442098,dollar,"Non maiores eos nam ",POS,credit,visa,2020-05-22,Maggio LLC,FortMill,29707,35.00737,-80.94507599,POS,Bank,US,SC,Hegmann Center,FortMill,SC,US,Bank,35.007370000000002,-80.945076,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,priority,4516.387984,0.386419597,Female,Married,High,Victoria Station,230,RoundRock,TX,US,78665,30.508255,-97.678894,debit,19-Dec,americanexpress,"Hoeger, Hoeger and Hoeger",US,225848.4036,78734.49116,Kertzmann-Kertzmann,0.406285546,Albert,3937.442098
3915.047571,rupee,"Est hic aut est id. ",WEB,credit,americanexpress,2020-01-21,"Miller, Miller and Miller",Alta,83414,43.75388718,-111.0361099,firefox,NoPOS,US,WY,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,8a:02:ee:16:05:83,8.8.8.8,opera,MacOS,www.velma-effertz.org,business,6549.566403,0.395297109,Female,Married,Low,Legros Throughway,861,Spotsylvania,VA,US,22551,38.200966,-77.58916,debit,20-Mar,mastercard,Fritsch-Fritsch,US,737600.6345,95529.9542,NA,0.088001348336,NA,60.17428117
538,rupee,"Rerum voluptate quo ",MOBILE,debit,americanexpress,2020-12-19,"Hoeger, Hoeger and Hoeger",RoundRock,78665,30.508255,-97.67889404,symbian,NoPOS,US,TX,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,69:cc:61:31:4b:03,157.240.0.36,opera,Linux,www.emmitt-beatty.io,partner,5069.398411,0.217695843,Female,Married,Low,Rowe Bypass,728,Georgetown,MD,US,21930,39.399723,-75.87417,prepaid,20-Oct,americanexpress,Schmeler-Schmeler,US,929343.2461,24971.50705,NA,0.088001348336,NA,8.26906
1952.367553,rupee,"Explicabo occaecati ",MOBILE,debit,americanexpress,2020-03-22,Marvin-Marvin,NewBrunswick,8989,40.45019913,-74.48040009,firefox,NoPOS,US,NJ,NA,NA,NA,NA,NA,NA,NA,0,Lennie,ios,jio,Job,-62.728839000000001,107.51399000000001,157.240.0.36,NA,NA,NA,NA,NA,priority,4410.345778,0.345551589,Female,Married,Low,Carley Canyon,332,Stamford,CT,US,6928,41.0389,-73.5593,debit,17-Nov,visa,Bogan-Bogan,US,438797.7041,13071.01286,NA,0.088001348336,NA,30.00788929
2390.233186,dollar,Aut nostrum saepe mi,MOBILE,prepaid,mastercard,2020-05-18,Koch LLC,Marana,85658,32.43673706,-111.2253799,ubuntu,NoPOS,US,AZ,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,58:92:bd:3e:5a:a6,40.118.240.200,ub,Linux,www.monserrate-volkman.org,regular,6074.166841,0.045057017,Female,Unmarried,Low,Parisian Terrace,966,Lee,NH,US,3861,43.12314,-71.01145,debit,19-Jan,visa,Pfannerstill and Sons,US,211034.5518,86480.09148,NA,0.088001348336,NA,2390.233186
1482.071647,rupee,"Dolore maxime earum ",POS,prepaid,mastercard,2020-07-20,Brakus-Brakus,Andover,5544,42.64640045,-71.16570282,POS,Other,US,MA,Schaefer Path,Andover,MA,US,Other,42.6464,-71.165700000000001,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,priority,5101.459697,0.501701238,Male,Married,Very High,Liana Brooks,523,Spotsylvania,VA,US,22551,38.200966,-77.58916,debit,18-Oct,visa,Grant and Sons,US,952793.1604,19478.73103,"Bins, Bins and Bins",0.307824554,Freida,22.77944121
119,pound,"Consequatur dolores ",WEB,debit,visa,2020-08-21,Christiansen and Sons,Clarkston,99403,46.3946228,-117.0644608,firefox,NoPOS,US,WA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,partner,5223.179348,0.519609527,Male,Other,High,Jackie Centers,652,Wilder,TN,US,38589,36.230526,-85.074715,prepaid,20-Jul,mastercard,Brakus-Brakus,US,265023.0091,29146.75623,"Beatty, Beatty and Beatty",0.310015173,Kyleigh,156.604
2312.380367,dollar,Quis perspiciatis vo,POS,debit,americanexpress,2020-11-17,"Williamson, Williamson and Williamson",PostFalls,83877,47.71805573,-116.9505539,POS,Bank,US,ID,Ledner Row,PostFalls,ID,US,Bank,47.718055999999997,-116.950554,1,Lilla,firefox,idea,Y-find,82.608790999999997,50.157926000000003,64.145.76.239,NA,NA,NA,NA,NA,priority,5360.514332,0.063049974,Male,Other,High,Robel Villages,227,SaintGeorge,UT,US,84791,37.0892,-113.5564,credit,22-Jul,americanexpress,Gusikowski-Gusikowski,US,568340.5678,64080.41849,NA,0.088001348336,NA,2312.380367
17,yen,Cupiditate ipsa volu,MOBILE,credit,mastercard,2020-05-22,Roob Inc,Washington,56972,38.85879898,-76.98680115,symbian,NoPOS,US,DC,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,7b:36:09:bb:5a:30,47.52.0.242,opera,MacOS,www.sallie-abernathy.io,business,3882.213717,0.374799044,Female,Married,Low,Bechtelar Keys,858,RoundRock,TX,US,78665,30.508255,-97.678894,prepaid,20-Oct,mastercard,Lueilwitz Group,US,879125.4105,52922.2478,NA,0.088001348336,NA,0.149345
2574.577673,pound,Repellendus enim off,WEB,debit,americanexpress,2020-11-20,Gottlieb-Gottlieb,Westfall,97920,43.99224472,-117.6876755,firefox,NoPOS,US,OR,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,5b:97:6c:4a:b0:55,107.154.105.1,safari,Other,www.moshe-mante.name,regular,6089.626071,0.291597811,Male,Married,Low,Reinger Springs,549,Spotsylvania,VA,US,22551,38.200966,-77.58916,debit,20-Apr,americanexpress,"Walker, Walker and Walker",US,447516.1178,3890.341125,NA,0.088001348336,NA,3388.144217
173,rupee,Et veniam quisquam m,WEB,prepaid,mastercard,2020-04-18,"Maggio, Maggio and Maggio",Norton,5907,44.98878098,-71.78843689,ie,NoPOS,US,VT,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,c3:87:60:42:2a:ac,107.154.105.1,safari,Windows,www.lavon-jones.co,business,6555.203692,0.532913468,Female,Married,High,Klocko Curve,868,Woodland,MS,US,39776,33.80661,-89.02556,prepaid,20-Jun,visa,Murray-Murray,US,892112.4303,34305.34243,NA,0.088001348336,NA,2.65901
